42.7608	142.135
20800
0	0
0.01	6.34021e-06
0.02	6.34021e-06
0.03	0
0.04	0
0.05	-6.34021e-06
0.06	-6.34021e-06
0.07	6.34021e-06
0.08	1.26804e-05
0.09	0
0.1	6.34021e-06
0.11	1.90206e-05
0.12	6.34021e-06
0.13	0
0.14	0
0.15	0
0.16	6.34021e-06
0.17	6.34021e-06
0.18	-6.34021e-06
0.19	0
0.2	1.26804e-05
0.21	6.34021e-06
0.22	0
0.23	0
0.24	6.34021e-06
0.25	1.26804e-05
0.26	0
0.27	-6.34021e-06
0.28	0
0.29	0
0.3	0
0.31	0
0.32	6.34021e-06
0.33	1.26804e-05
0.34	1.26804e-05
0.35	-6.34021e-06
0.36	6.34021e-06
0.37	2.53608e-05
0.38	1.26804e-05
0.39	1.26804e-05
0.4	6.34021e-06
0.41	0
0.42	6.34021e-06
0.43	-6.34021e-06
0.44	-1.90206e-05
0.45	0
0.46	1.26804e-05
0.47	6.34021e-06
0.48	6.34021e-06
0.49	6.34021e-06
0.5	0
0.51	6.34021e-06
0.52	1.26804e-05
0.53	6.34021e-06
0.54	0
0.55	6.34021e-06
0.56	1.26804e-05
0.57	1.26804e-05
0.58	0
0.59	-1.26804e-05
0.6	-1.26804e-05
0.61	-1.26804e-05
0.62	-6.34021e-06
0.63	6.34021e-06
0.64	0
0.65	0
0.66	1.26804e-05
0.67	1.26804e-05
0.68	1.26804e-05
0.69	6.34021e-06
0.7	0
0.71	0
0.72	6.34021e-06
0.73	6.34021e-06
0.74	2.53608e-05
0.75	1.90206e-05
0.76	-6.34021e-06
0.77	-6.34021e-06
0.78	6.34021e-06
0.79	0
0.8	-1.26804e-05
0.81	-6.34021e-06
0.82	6.34021e-06
0.83	1.90206e-05
0.84	1.26804e-05
0.85	-6.34021e-06
0.86	-6.34021e-06
0.87	0
0.88	-6.34021e-06
0.89	6.34021e-06
0.9	1.26804e-05
0.91	6.34021e-06
0.92	6.34021e-06
0.93	0
0.94	-6.34021e-06
0.95	0
0.96	6.34021e-06
0.97	-6.34021e-06
0.98	-6.34021e-06
0.99	0
1	0
1.01	-6.34021e-06
1.02	-6.34021e-06
1.03	0
1.04	6.34021e-06
1.05	6.34021e-06
1.06	6.34021e-06
1.07	6.34021e-06
1.08	6.34021e-06
1.09	1.26804e-05
1.1	1.26804e-05
1.11	6.34021e-06
1.12	0
1.13	0
1.14	6.34021e-06
1.15	0
1.16	-6.34021e-06
1.17	1.26804e-05
1.18	1.26804e-05
1.19	0
1.2	6.34021e-06
1.21	1.90206e-05
1.22	6.34021e-06
1.23	0
1.24	0
1.25	6.34021e-06
1.26	6.34021e-06
1.27	6.34021e-06
1.28	6.34021e-06
1.29	0
1.3	0
1.31	6.34021e-06
1.32	1.26804e-05
1.33	1.90206e-05
1.34	1.90206e-05
1.35	0
1.36	0
1.37	1.90206e-05
1.38	1.90206e-05
1.39	6.34021e-06
1.4	0
1.41	6.34021e-06
1.42	1.26804e-05
1.43	1.26804e-05
1.44	1.26804e-05
1.45	1.26804e-05
1.46	1.26804e-05
1.47	0
1.48	6.34021e-06
1.49	1.90206e-05
1.5	1.26804e-05
1.51	6.34021e-06
1.52	1.26804e-05
1.53	6.34021e-06
1.54	0
1.55	0
1.56	0
1.57	0
1.58	1.26804e-05
1.59	1.90206e-05
1.6	6.34021e-06
1.61	-6.34021e-06
1.62	1.26804e-05
1.63	1.26804e-05
1.64	-6.34021e-06
1.65	0
1.66	6.34021e-06
1.67	6.34021e-06
1.68	6.34021e-06
1.69	1.26804e-05
1.7	6.34021e-06
1.71	0
1.72	0
1.73	6.34021e-06
1.74	1.90206e-05
1.75	1.26804e-05
1.76	0
1.77	0
1.78	6.34021e-06
1.79	6.34021e-06
1.8	6.34021e-06
1.81	-6.34021e-06
1.82	-6.34021e-06
1.83	6.34021e-06
1.84	6.34021e-06
1.85	-6.34021e-06
1.86	1.26804e-05
1.87	1.26804e-05
1.88	-6.34021e-06
1.89	0
1.9	1.26804e-05
